genename	gene	chrom	start	end	strand	length
ADCYAP1	ENSG00000141433.8	18	904944	912173	+	7229
ADCYAP1R1	ENSG00000078549.10	7	31092076	31151089	+	59013
ADD1	ENSG00000087274.12	4	2845584	2931803	+	86219
ADD2	ENSG00000075340.18	2	70834750	70995357	-	160607
ADD3	ENSG00000148700.9	10	111756126	111895323	+	139197
ADGB	ENSG00000118492.12	6	146920101	147136598	+	216497
ADH1A	ENSG00000187758.3	4	100197524	100212185	-	14661
ADH1B	ENSG00000196616.8	4	100226121	100242558	-	16437
ADH4	ENSG00000198099.4	4	100044808	100078949	-	34141
ADH5	ENSG00000197894.6	4	99992132	100009952	-	17820
ADH6	ENSG00000172955.13	4	100123795	100140694	-	16899
ADH7	ENSG00000196344.7	4	100333418	100356894	-	23476
ADHFE1	ENSG00000147576.11	8	67342420	67383836	+	41416
ADI1	ENSG00000182551.9	2	3501132	3523507	-	22375
ADIPOQ	ENSG00000181092.5	3	186560463	186576252	+	15789
ADIPOR1	ENSG00000159346.8	1	202909951	202927700	-	17749
ADIPOR2	ENSG00000006831.9	12	1797740	1897844	+	100104
ADIRF	ENSG00000148671.9	10	88727949	88743691	+	15742
ADK	ENSG00000156110.9	10	75910960	76469061	+	558101
ADM	ENSG00000148926.5	11	10326227	10328944	+	2717
ADM2	ENSG00000128165.7	22	50919985	50924869	+	4884
ADM5	ENSG00000224420.3	19	50191921	50193832	+	1911
ADNP	ENSG00000101126.11	20	49505585	49547958	-	42373
ADNP2	ENSG00000101544.4	18	77866915	77905406	+	38491
ADO	ENSG00000181915.3	10	64564516	64568238	+	3722
ADORA1	ENSG00000163485.11	1	203059782	203136533	+	76751
ADORA2A	ENSG00000128271.15	22	24813847	24838328	+	24481
ADORA2B	ENSG00000170425.3	17	15848231	15879060	+	30829
ADORA3	ENSG00000121933.13	1	112025970	112106584	-	80614
ADPGK	ENSG00000159322.13	15	73043710	73078187	-	34477
ADPRH	ENSG00000144843.7	3	119298115	119308792	+	10677
ADPRHL1	ENSG00000153531.8	13	114076260	114107839	-	31579
ADPRHL2	ENSG00000116863.10	1	36554476	36559533	+	5057
ADPRM	ENSG00000170222.11	17	10600911	10614550	+	13639
ADRA1A	ENSG00000120907.13	8	26605667	26724790	-	119123
ADRA1B	ENSG00000170214.3	5	159343790	159399551	+	55761
ADRA1D	ENSG00000171873.6	20	4201329	4229721	-	28392
ADRA2A	ENSG00000150594.5	10	112836790	112840658	+	3868
ADRA2B	ENSG00000222040.3	2	96778707	96781984	-	3277
ADRA2C	ENSG00000184160.6	4	3768075	3770251	+	2176
ADRB1	ENSG00000043591.4	10	115803806	115806667	+	2861
ADRB2	ENSG00000169252.4	5	148206156	148208196	+	2040
ADRB3	ENSG00000188778.3	8	37820516	37824483	-	3967
ADRBK1	ENSG00000173020.6	11	67033881	67054027	+	20146
ADRBK2	ENSG00000100077.10	22	25960816	26125261	+	164445
ADRM1	ENSG00000130706.8	20	60877149	60883918	+	6769
ADSL	ENSG00000239900.7	22	40742507	40786467	+	43960
ADSS	ENSG00000035687.9	1	244571796	244615436	-	43640
ADSSL1	ENSG00000185100.6	14	105190523	105213662	+	23139
ADTRP	ENSG00000111863.8	6	11712287	11807279	-	94992
AE000662.92	ENSG00000259003.1	14	23025534	23027939	+	2405
AEBP1	ENSG00000106624.4	7	44143960	44154161	+	10201
AEBP2	ENSG00000139154.10	12	19556979	19873735	+	316756
AEN	ENSG00000181026.13	15	89164527	89175513	+	10986
AES	ENSG00000104964.10	19	3052908	3063105	-	10197
AF131215.5	ENSG00000215346.3	8	10983980	10987745	-	3765
AF165138.7	ENSG00000243440.2	21	15964251	16031142	-	66891
AFAP1	ENSG00000196526.6	4	7760441	7941653	-	181212
AFAP1L1	ENSG00000157510.9	5	148651434	148721365	+	69931
AFAP1L2	ENSG00000169129.10	10	116054583	116164515	-	109932
AFF1	ENSG00000172493.16	4	87856154	88062206	+	206052
AFF3	ENSG00000144218.14	2	100162323	100759201	-	596878
AFF4	ENSG00000072364.8	5	132211071	132299326	-	88255
AFG3L2	ENSG00000141385.5	18	12328943	12377313	-	48370
AFM	ENSG00000079557.3	4	74347400	74369691	+	22291
AFMID	ENSG00000183077.11	17	76183398	76203782	+	20384
AFP	ENSG00000081051.3	4	74296855	74321891	+	25036
AFTPH	ENSG00000119844.10	2	64751465	64820139	+	68674
AGA	ENSG00000038002.4	4	178351924	178363657	-	11733
AGAP1	ENSG00000157985.13	2	236402733	237040444	+	637711
AGAP10	ENSG00000204172.7	10	47191844	47239738	-	47894
AGAP2	ENSG00000135439.7	12	58118980	58135940	-	16960
AGAP2-AS1	ENSG00000255737.2	12	58120054	58122139	+	2085
AGAP3	ENSG00000133612.14	7	150782918	150841523	+	58605
AGAP4	ENSG00000188234.9	10	46321042	46349323	-	28281
AGAP5	ENSG00000172650.8	10	75434033	75457639	-	23606
AGAP6	ENSG00000204149.5	10	51748078	51770259	+	22181
AGAP7	ENSG00000204169.6	10	51464162	51486327	-	22165
AGAP8	ENSG00000174194.11	10	51224681	51371321	-	146640
AGAP9	ENSG00000198035.9	10	48189612	48237508	+	47896
AGBL1	ENSG00000166748.8	15	86685227	87572283	+	887056
AGBL2	ENSG00000165923.11	11	47681143	47736941	-	55798
AGBL3	ENSG00000146856.10	7	134671259	134832715	+	161456
AGBL4	ENSG00000186094.12	1	48998527	50489585	-	1491058
AGBL5	ENSG00000084693.11	2	27265232	27293490	+	28258
AGER	ENSG00000204305.9	6	32148745	32152101	-	3356
AGFG1	ENSG00000173744.13	2	228336868	228425930	+	89062
AGFG2	ENSG00000106351.8	7	100136834	100165842	+	29008
AGGF1	ENSG00000164252.8	5	76325076	76361059	+	35983
AGK	ENSG00000006530.11	7	141250989	141355044	+	104055
AGL	ENSG00000162688.11	1	100315640	100389579	+	73939
AGMAT	ENSG00000116771.5	1	15898848	15911605	-	12757
AGMO	ENSG00000187546.9	7	15239943	15601640	-	361697
AGO1	ENSG00000092847.6	1	36335409	36395211	+	59802
AGO2	ENSG00000123908.7	8	141541264	141645718	-	104454
AGO3	ENSG00000126070.14	1	36396319	36538101	+	141782
AGO4	ENSG00000134698.10	1	36273773	36323491	+	49718
AGPAT1	ENSG00000204310.6	6	32135989	32145873	-	9884
AGPAT2	ENSG00000169692.8	9	139567595	139581875	-	14280
AGPAT3	ENSG00000160216.14	21	45285067	45406417	+	121350
AGPAT4	ENSG00000026652.9	6	161551011	161695093	-	144082
AGPAT5	ENSG00000155189.7	8	6565878	6617184	+	51306
AGPAT6	ENSG00000158669.7	8	41434706	41482520	+	47814
AGPAT9	ENSG00000138678.6	4	84457067	84527028	+	69961
AGPS	ENSG00000018510.8	2	178257372	178408564	+	151192
AGR2	ENSG00000106541.7	7	16831435	16873057	-	41622
AGR3	ENSG00000173467.4	7	16899029	16921611	-	22582
AGRN	ENSG00000188157.9	1	955503	991496	+	35993
AGRP	ENSG00000159723.4	16	67516474	67517716	-	1242
AGT	ENSG00000135744.7	1	230838269	230850043	-	11774
AGTPBP1	ENSG00000135049.11	9	88161455	88356944	-	195489
AGTR1	ENSG00000144891.13	3	148415571	148460795	+	45224
AGTRAP	ENSG00000177674.11	1	11796141	11814859	+	18718
AGXT	ENSG00000172482.4	2	241807896	241819919	+	12023
AHCTF1	ENSG00000153207.10	1	247002400	247095280	-	92880
AHCY	ENSG00000101444.8	20	32868074	32899608	-	31534
AHCYL1	ENSG00000168710.13	1	110527308	110566357	+	39049
AHCYL2	ENSG00000158467.12	7	128864864	129070052	+	205188
AHDC1	ENSG00000126705.9	1	27860546	27930942	-	70396
AHI1	ENSG00000135541.16	6	135604670	135818914	-	214244
AHNAK	ENSG00000124942.9	11	62201016	62323707	-	122691
AHNAK2	ENSG00000185567.6	14	105403581	105444694	-	41113
AHR	ENSG00000106546.8	7	17338246	17385776	+	47530
AHRR	ENSG00000063438.12	5	304291	438406	+	134115
AHSA1	ENSG00000100591.3	14	77924213	77935817	+	11604
AHSA2	ENSG00000173209.18	2	61404553	61418338	+	13785
AHSG	ENSG00000145192.8	3	186330712	186339107	+	8395
AHSP	ENSG00000169877.5	16	31539185	31540124	+	939
AICDA	ENSG00000111732.6	12	8754762	8765467	-	10705
AIDA	ENSG00000186063.8	1	222841355	222886552	-	45197
AIF1	ENSG00000204472.8	6	31582961	31584798	+	1837
AIF1L	ENSG00000126878.8	9	133971863	133998539	+	26676
AIFM2	ENSG00000042286.10	10	71857979	71892690	-	34711
AIFM3	ENSG00000183773.11	22	21319396	21335649	+	16253
AIG1	ENSG00000146416.12	6	143381633	143661441	+	279808
AIM1	ENSG00000112297.10	6	106959730	107018326	+	58596
AIM1L	ENSG00000176092.9	1	26648350	26680621	-	32271
AIM2	ENSG00000163568.9	1	159032274	159116886	-	84612
AIMP1	ENSG00000164022.12	4	107236701	107270383	+	33682
AIMP2	ENSG00000106305.5	7	6048876	6063465	+	14589
AIP	ENSG00000110711.5	11	67250512	67258574	+	8062
AIPL1	ENSG00000129221.10	17	6297013	6338519	-	41506
AIRE	ENSG00000160224.12	21	45705721	45718531	+	12810
AJAP1	ENSG00000196581.6	1	4714792	4852594	+	137802
AJUBA	ENSG00000129474.11	14	23440383	23451851	-	11468
AK1	ENSG00000106992.13	9	130628759	130640022	-	11263
AK2	ENSG00000004455.12	1	33473585	33546597	-	73012
AK3	ENSG00000147853.12	9	4711155	4742043	-	30888
AK4	ENSG00000162433.10	1	65613232	65697828	+	84596
AK5	ENSG00000154027.14	1	77747736	78025651	+	277915
AK7	ENSG00000140057.4	14	96858448	96955764	+	97316
AK8	ENSG00000165695.5	9	135600965	135754164	-	153199
AK9	ENSG00000155085.11	6	109814059	110012420	-	198361
AKAP1	ENSG00000121057.8	17	55162453	55198710	+	36257
AKAP10	ENSG00000108599.10	17	19807615	19881656	-	74041
AKAP11	ENSG00000023516.7	13	42846289	42897396	+	51107
AKAP12	ENSG00000131016.12	6	151561134	151679692	+	118558
AKAP13	ENSG00000170776.15	15	85923802	86292586	+	368784
AKAP2	ENSG00000241978.5	9	112542769	112934792	+	392023
AKAP3	ENSG00000111254.3	12	4724674	4758213	-	33539
AKAP5	ENSG00000179841.8	14	64932217	64941221	+	9004
AKAP6	ENSG00000151320.6	14	32798479	33300567	+	502088
AKAP7	ENSG00000118507.11	6	131456806	131604675	+	147869
AKAP8	ENSG00000105127.4	19	15464196	15490609	-	26413
AKAP8L	ENSG00000011243.13	19	15490859	15529952	-	39093
AKAP9	ENSG00000127914.12	7	91570181	91739987	+	169806
AKIP1	ENSG00000166452.7	11	8932686	8941631	+	8945
AKIRIN1	ENSG00000174574.11	1	39456895	39471731	+	14836
AKIRIN2	ENSG00000135334.8	6	88384790	88411927	-	27137
AKNA	ENSG00000106948.12	9	117096436	117156685	-	60249
AKNAD1	ENSG00000162641.14	1	109358520	109506106	-	147586
AKR1A1	ENSG00000117448.9	1	46016215	46035721	+	19506
AKR1B1	ENSG00000085662.9	7	134127102	134144036	-	16934
AKR1B10	ENSG00000198074.5	7	134212344	134226160	+	13816
AKR1B15	ENSG00000227471.4	7	134233888	134264627	+	30739
AKR1C1	ENSG00000187134.8	10	4934796	5025475	+	90679
AKR1C2	ENSG00000151632.12	10	5029967	5060223	-	30256
AKR1C3	ENSG00000196139.7	10	5077546	5149878	+	72332
AKR1C4	ENSG00000198610.6	10	5237425	5260912	+	23487
AKR1CL1	ENSG00000196326.6	10	5196335	5244449	-	48114
AKR1D1	ENSG00000122787.10	7	137687070	137802732	+	115662
AKR1E2	ENSG00000165568.13	10	4828821	4890254	+	61433
AKR7A2	ENSG00000053371.8	1	19630459	19638640	-	8181
AKR7A3	ENSG00000162482.4	1	19609052	19615744	-	6692
AKT1	ENSG00000142208.11	14	105235686	105262088	-	26402
AKT1S1	ENSG00000204673.6	19	50372295	50381716	-	9421
AKT2	ENSG00000105221.12	19	40736224	40791443	-	55219
AKT3	ENSG00000117020.12	1	243651535	244014381	-	362846
AKTIP	ENSG00000166971.12	16	53524952	53538323	-	13371
AL009178.1	ENSG00000269155.1	6	168196210	168198927	+	2717
AL020996.1	ENSG00000223474.2	1	26145212	26147288	-	2076
AL031663.2	ENSG00000269549.1	20	44074071	44077220	+	3149
AL031666.2	ENSG00000267882.1	20	45947246	45949467	+	2221
AL049840.1	ENSG00000224997.1	14	104177607	104179149	+	1542
AL078585.1	ENSG00000225683.1	6	163586446	163612840	-	26394
AL117190.3	ENSG00000269375.1	14	101359265	101360646	+	1381
AL118506.1	ENSG00000267848.1	20	62585007	62585495	+	488
AL132989.1	ENSG00000268466.1	14	58754751	58755865	+	1114
AL133318.1	ENSG00000269120.1	13	41111138	41111323	-	185
AL133373.1	ENSG00000268657.1	14	92038788	92041383	-	2595
AL133481.1	ENSG00000235705.4	10	81266126	81270678	-	4552
AL136115.1	ENSG00000212673.1	1	32379174	32380745	+	1571
AL136531.1	ENSG00000203630.3	20	1316228	1317555	-	1327
AL138847.1	ENSG00000269624.1	1	63073437	63075249	+	1812
AL139099.1	ENSG00000253459.3	14	50064193	50065882	-	1689
AL139147.1	ENSG00000248458.2	1	67131547	67142710	-	11163
AL158147.2	ENSG00000269305.1	9	4859120	4859260	-	140
AL161915.1	ENSG00000212670.1	1	54569968	54571750	+	1782
AL353583.1	ENSG00000269879.1	10	24770273	24770632	-	359
AL353791.1	ENSG00000227921.1	9	40028620	40032417	+	3797
AL354718.1	ENSG00000268578.1	9	45441273	45441542	-	269
AL354808.2	ENSG00000269591.1	13	20268547	20269240	+	693
AL354898.1	ENSG00000215428.2	9	133274029	133282639	+	8610
AL355490.1	ENSG00000224474.2	10	99179228	99185831	-	6603
AL357673.1	ENSG00000248835.2	1	54635333	54637997	-	2664
AL358813.2	ENSG00000203815.2	1	149675978	149676609	+	631
AL359091.2	ENSG00000268211.1	9	131062367	131064212	+	1845
AL359195.1	ENSG00000204038.3	10	82009466	82013395	+	3929
AL359878.1	ENSG00000205740.1	10	1017097	1034281	-	17184
AL360004.1	ENSG00000196979.1	9	132902889	132906498	-	3609
AL391421.1	ENSG00000204049.1	10	79626633	79629368	+	2735
AL445665.1	ENSG00000176134.4	9	69650263	69660358	+	10095
AL450307.1	ENSG00000189275.3	10	133604734	133622535	-	17801
AL589739.1	ENSG00000269753.1	1	2258581	2259042	+	461
AL589765.1	ENSG00000240510.2	1	151682909	151702070	+	19161
AL590452.1	ENSG00000268172.1	1	144989309	144991365	+	2056
AL590560.1	ENSG00000269620.1	1	159879884	159880159	-	275
AL590708.2	ENSG00000232850.1	9	130890612	130891481	+	869
AL590822.1	ENSG00000203301.2	1	2143360	2145620	-	2260
AL590822.2	ENSG00000269554.1	1	2121237	2123179	+	1942
AL591479.1	ENSG00000269337.1	9	70646589	70648956	+	2367
AL592284.1	ENSG00000231360.2	1	144339738	144521058	+	181320
AL603965.1	ENSG00000215033.3	10	47746962	47770871	+	23909
AL627171.2	ENSG00000269832.1	14	50291993	50293258	+	1265
AL627309.1	ENSG00000237683.5	1	134901	139379	-	4478
AL645728.1	ENSG00000215014.3	1	1510355	1511373	+	1018
AL807752.1	ENSG00000268996.1	9	139980807	139981121	-	314
ALAD	ENSG00000148218.11	9	116148597	116163613	-	15016
ALAS1	ENSG00000023330.10	3	52232102	52248343	+	16241
ALB	ENSG00000163631.12	4	74262831	74287129	+	24298
ALCAM	ENSG00000170017.8	3	105085753	105295744	+	209991
ALDH16A1	ENSG00000161618.5	19	49956426	49974305	+	17879
ALDH18A1	ENSG00000059573.4	10	97365696	97416463	-	50767
ALDH1A1	ENSG00000165092.8	9	75515578	75695358	-	179780
ALDH1A2	ENSG00000128918.10	15	58245622	58790065	-	544443
ALDH1A3	ENSG00000184254.12	15	101417919	101456831	+	38912
ALDH1B1	ENSG00000137124.6	9	38392661	38398658	+	5997
ALDH1L1	ENSG00000144908.9	3	125822412	125916837	-	94425
ALDH1L2	ENSG00000136010.9	12	105413568	105478355	-	64787
ALDH2	ENSG00000111275.8	12	112204691	112247782	+	43091
ALDH3A1	ENSG00000108602.13	17	19641297	19652256	-	10959
ALDH3A2	ENSG00000072210.14	17	19551449	19580911	+	29462
ALDH3B1	ENSG00000006534.11	11	67776048	67796744	+	20696
ALDH3B2	ENSG00000132746.10	11	67429633	67448671	-	19038
ALDH4A1	ENSG00000159423.12	1	19197926	19229275	-	31349
ALDH5A1	ENSG00000112294.8	6	24495080	24537435	+	42355
ALDH6A1	ENSG00000119711.8	14	74523553	74551196	-	27643
ALDH7A1	ENSG00000164904.11	5	125877533	125931110	-	53577
ALDH8A1	ENSG00000118514.9	6	135238528	135271260	-	32732
ALDH9A1	ENSG00000143149.8	1	165631453	165668100	-	36647
ALDOA	ENSG00000149925.12	16	30064411	30081778	+	17367
ALDOB	ENSG00000136872.13	9	104182860	104198105	-	15245
ALDOC	ENSG00000109107.9	17	26900133	26904282	-	4149
ALG1	ENSG00000033011.7	16	5083703	5137380	+	53677
ALG10	ENSG00000139133.2	12	34175216	34182629	+	7413
ALG10B	ENSG00000175548.4	12	38710380	38717784	+	7404
ALG11	ENSG00000253710.1	13	52586534	52603800	+	17266
ALG12	ENSG00000182858.9	22	50293877	50312106	-	18229
ALG14	ENSG00000172339.9	1	95439963	95538501	-	98538
ALG1L	ENSG00000189366.5	3	125648118	125655882	-	7764
ALG2	ENSG00000119523.8	9	101978708	101984238	-	5530
ALG3	ENSG00000214160.5	3	183960089	183967336	-	7247
ALG5	ENSG00000120697.4	13	37523912	37574398	-	50486
ALG6	ENSG00000088035.11	1	63833261	63904233	+	70972
ALG8	ENSG00000159063.8	11	77811982	77850706	-	38724
ALG9	ENSG00000086848.10	11	111652919	111742305	-	89386
ALK	ENSG00000171094.11	2	29415640	30144432	-	728792
ALKBH1	ENSG00000100601.5	14	78138747	78174363	-	35616
ALKBH2	ENSG00000189046.6	12	109525996	109531436	-	5440
ALKBH3	ENSG00000166199.8	11	43902361	43941816	+	39455
ALKBH4	ENSG00000160993.3	7	102096685	102105323	-	8638
ALKBH5	ENSG00000091542.8	17	18086392	18113268	+	26876
ALKBH6	ENSG00000239382.6	19	36500022	36505141	-	5119
ALKBH7	ENSG00000125652.3	19	6372444	6375042	+	2598
ALKBH8	ENSG00000137760.10	11	107373452	107436472	-	63020
ALLC	ENSG00000151360.5	2	3705785	3750261	+	44476
ALMS1	ENSG00000116127.13	2	73612886	73837920	+	225034
ALOX12	ENSG00000108839.7	17	6899384	6914055	+	14671
ALOX12B	ENSG00000179477.5	17	7975954	7991021	-	15067
ALOX15	ENSG00000161905.8	17	4534197	4545589	-	11392
ALOX15B	ENSG00000179593.11	17	7942335	7952452	+	10117
ALOX5	ENSG00000012779.6	10	45869661	45941561	+	71900
ALOX5AP	ENSG00000132965.5	13	31309645	31338556	+	28911
ALOXE3	ENSG00000179148.5	17	7999218	8022365	-	23147
ALPK1	ENSG00000073331.13	4	113206665	113363776	+	157111
ALPK2	ENSG00000198796.6	18	56148479	56296189	-	147710
ALPK3	ENSG00000136383.6	15	85359911	85416713	+	56802
ALPL	ENSG00000162551.9	1	21835858	21904905	+	69047
ALPP	ENSG00000163283.6	2	233243244	233247599	+	4355
ALPPL2	ENSG00000163286.3	2	233271553	233275424	+	3871
ALS2	ENSG00000003393.10	2	202565277	202645912	-	80635
ALS2CL	ENSG00000178038.12	3	46710487	46735194	-	24707
ALS2CR11	ENSG00000155754.10	2	202352148	202483901	-	131753
ALS2CR12	ENSG00000155749.8	2	202152994	202222121	-	69127
ALX1	ENSG00000180318.3	12	85673885	85695562	+	21677
ALX3	ENSG00000156150.6	1	110602616	110613322	-	10706
ALX4	ENSG00000052850.5	11	44281994	44331716	-	49722
ALYREF	ENSG00000183684.6	17	79845713	79849462	-	3749
AMACR	ENSG00000242110.3	5	33986283	34008220	-	21937
AMBP	ENSG00000106927.7	9	116822407	116840752	-	18345
AMBRA1	ENSG00000110497.10	11	46417964	46615675	-	197711
AMD1	ENSG00000123505.10	6	111195973	111216916	+	20943
AMDHD1	ENSG00000139344.3	12	96337071	96362370	+	25299
AMDHD2	ENSG00000162066.10	16	2570358	2581423	+	11065
AMER2	ENSG00000165566.11	13	25735822	25746426	-	10604
AMER3	ENSG00000178171.6	2	131513008	131525707	+	12699
AMFR	ENSG00000159461.10	16	56395364	56459450	-	64086
AMH	ENSG00000104899.4	19	2249308	2252072	+	2764
AMHR2	ENSG00000135409.6	12	53817639	53825318	+	7679
AMICA1	ENSG00000160593.13	11	118064455	118095809	-	31354
AMIGO1	ENSG00000181754.6	1	110046797	110052360	-	5563
AMIGO2	ENSG00000139211.5	12	47469490	47473734	-	4244
AMIGO3	ENSG00000176020.7	3	49754267	49761349	-	7082
AMMECR1L	ENSG00000144233.5	2	128619204	128643496	-	24292
AMN	ENSG00000166126.6	14	103388993	103399933	+	10940
AMN1	ENSG00000151743.6	12	31824071	31882108	-	58037
AMOTL1	ENSG00000166025.13	11	94439597	94609918	+	170321
AMOTL2	ENSG00000114019.10	3	134074716	134094321	-	19605
AMPD1	ENSG00000116748.15	1	115215719	115238239	-	22520
AMPD2	ENSG00000116337.11	1	110158726	110174673	+	15947
AMPD3	ENSG00000133805.11	11	10329860	10529126	+	199266
AMPH	ENSG00000078053.12	7	38423305	38671167	-	247862
AMT	ENSG00000145020.10	3	49454211	49460186	-	5975
AMTN	ENSG00000187689.5	4	71384257	71398459	+	14202
AMY1A	ENSG00000237763.5	1	104197912	104207173	+	9261
AMY1B	ENSG00000174876.12	1	104230037	104239302	-	9265
AMY1C	ENSG00000187733.6	1	104293028	104301312	+	8284
AMY2A	ENSG00000243480.3	1	104159999	104168402	+	8403
AMY2B	ENSG00000240038.2	1	104096437	104122156	+	25719
AMZ1	ENSG00000174945.9	7	2719156	2815134	+	95978
AMZ2	ENSG00000196704.7	17	66243715	66253297	+	9582
ANAPC1	ENSG00000153107.7	2	112523848	112642267	-	118419
ANAPC10	ENSG00000164162.8	4	145888264	146019693	-	131429
ANAPC11	ENSG00000141552.13	17	79848666	79858867	+	10201
ANAPC13	ENSG00000129055.8	3	134196548	134205558	-	9010
ANAPC15	ENSG00000110200.4	11	71817424	71823826	-	6402
ANAPC16	ENSG00000166295.4	10	73975787	73995618	+	19831
ANAPC2	ENSG00000176248.7	9	140069236	140082989	-	13753
ANAPC4	ENSG00000053900.6	4	25378835	25420120	+	41285
ANAPC5	ENSG00000089053.8	12	121746048	121837699	-	91651
ANAPC7	ENSG00000196510.8	12	110810705	110841535	-	30830
ANG	ENSG00000214274.5	14	21152336	21167130	+	14794
ANGEL1	ENSG00000013523.5	14	77253588	77292589	-	39001
ANGEL2	ENSG00000174606.8	1	213165524	213189168	-	23644
ANGPT1	ENSG00000154188.5	8	108261721	108510283	-	248562
ANGPT2	ENSG00000091879.9	8	6357172	6420930	-	63758
ANGPT4	ENSG00000101280.6	20	853296	896977	-	43681
ANGPTL1	ENSG00000116194.8	1	178818840	178840187	-	21347
ANGPTL2	ENSG00000136859.5	9	129849611	129885162	-	35551
ANGPTL3	ENSG00000132855.4	1	63063158	63071830	+	8672
ANGPTL4	ENSG00000167772.7	19	8428173	8439257	+	11084
ANGPTL5	ENSG00000187151.3	11	101761405	101787253	-	25848
ANGPTL6	ENSG00000130812.6	19	10203014	10213472	-	10458
ANGPTL7	ENSG00000171819.4	1	11249398	11256038	+	6640
ANK1	ENSG00000029534.15	8	41510739	41754280	-	243541
ANK2	ENSG00000145362.12	4	113739265	114304896	+	565631
ANK3	ENSG00000151150.16	10	61786056	62493248	-	707192
ANKAR	ENSG00000151687.10	2	190539016	190625919	+	86903
ANKDD1A	ENSG00000166839.12	15	65204101	65251042	+	46941
ANKDD1B	ENSG00000189045.9	5	74907284	74967671	+	60387
ANKEF1	ENSG00000132623.11	20	9966774	10037410	+	70636
ANKFN1	ENSG00000153930.6	17	54188319	54589020	+	400701
ANKFY1	ENSG00000185722.12	17	4067201	4167274	-	100073
ANKH	ENSG00000154122.8	5	14704910	14871887	-	166977
ANKHD1	ENSG00000131503.16	5	139781399	139929163	+	147764
ANKIB1	ENSG00000001629.5	7	91875548	92030698	+	155150
ANKK1	ENSG00000170209.4	11	113258513	113271140	+	12627
ANKLE1	ENSG00000160117.10	19	17392454	17398455	+	6001
ANKLE2	ENSG00000176915.10	12	133302254	133338474	-	36220
ANKMY1	ENSG00000144504.11	2	241418839	241508626	-	89787
